,formula,full_name,ave_ele_diele,ave_ion_diele,band_gap,cbm_d,cbm_f,cbm_p,cbm_s,formation_energy,vbm_d,vbm_f,vbm_p,vbm_s,ave_bec,bader_charge,bader_volume,nn_ave_ave_bec,nn_ave_bader_charge,nn_ave_eleneg,nn_max_ave_bec,nn_max_bader_charge,nn_max_eleneg,nn_min_ave_bec,nn_min_bader_charge,nn_min_eleneg,o2p_center_from_vbm,Bi,Ag,O,vacancy_formation_energy,Hg,Au,Ge,Al,Pb,Zn,As,Cu,Sb,Mo,Tl,B,Ba,Ca,Pd,Cd,Pt,Ce,Hf,In,Ga,La,Ta,Mg,Si,Sc,Sn,Ti,Y,Zr,Nb,Na,Sr,V,Li,Be,W,Cr,Cs,K,Re,Rb
1073,Na2Zn2Si2O7,Na2Zn2Si2O7_Va_O2,2.7800179999999997,4.318540333333334,3.7565,0.01860218272820386,0.0,0.1813077846257636,0.8000900326460325,-2.5792773090848806,0.08434578853456444,0.0,0.9078074135208417,0.007846797944593703,-1.7658133333333332,-1.3139960000000004,13.343619,1.4606110521686106,1.0934497079898053,1.8410812212717247,2.928696666666667,2.750673,1.9,1.0513166666666665,0.77855,0.93,2.7632172456896926,0.0,0.0,0.1502838147487975,6.083567089999983,0.0,0.0,0.0,0.0,0.0,0.42247007291110605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23679422036726464,0.0,0.0,0.0,0.0,0.0,0.0,0.19045189197283194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,Na2Zn2Si2O7,Na2Zn2Si2O7_Va_O3,2.7800179999999997,4.318540333333334,3.7565,0.01860218272820386,0.0,0.1813077846257636,0.8000900326460325,-2.5792773090848806,0.08434578853456444,0.0,0.9078074135208417,0.007846797944593703,-1.6357166666666665,-1.4289880000000004,15.923501,1.2294861161519224,0.9934758130134453,1.823273635722854,2.928696666666667,2.750673,1.9,1.0513166666666665,0.77855,0.93,2.1799975481775618,0.0,0.0,0.18924654693171816,5.759619130000042,0.0,0.0,0.0,0.0,0.0,0.23431515597633218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257276175898229,0.0,0.0,0.0,0.0,0.0,0.0,0.31916212119372067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,Na2Zn2Si2O7,Na2Zn2Si2O7_Va_O4,2.7800179999999997,4.318540333333334,3.7565,0.01860218272820386,0.0,0.1813077846257636,0.8000900326460325,-2.5792773090848806,0.08434578853456444,0.0,0.9078074135208417,0.007846797944593703,-1.7965466666666667,-1.335261,14.03633,1.4332280181463193,1.2777504472339927,1.9832861339138572,2.928696666666667,2.698763,1.9,1.1155899999999999,0.871247,0.93,3.3907336263842733,0.0,0.0,0.2149640622371126,6.299406799999938,0.0,0.0,0.0,0.0,0.0,0.07833655875714143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4714680571067657,0.0,0.0,0.0,0.0,0.0,0.0,0.23523132189898022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,Na2ZnGeO4,Na2ZnGeO4_Va_O1,3.0143590000000002,3.106199333333334,2.8544,0.10354116098269436,0.0,0.8933847531611088,0.003074085856197069,-2.072748117887931,0.10105088559565854,0.0,0.8932134226897441,0.005735691714597632,-1.7274333333333336,-1.0701999999999998,14.295891,1.466275147455107,0.8531675720310331,1.60817019193833,2.9227600000000002,1.7669160000000002,2.01,1.0075433333333335,0.683655,0.93,1.8934611669193409,0.0,0.0,0.09487310856743583,4.580758460000093,0.0,0.0,0.25196039178708574,0.0,0.0,0.23322425875557473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4199422408899038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,Na2ZnGeO4,Na2ZnGeO4_Va_O2,3.0143590000000002,3.106199333333334,2.8544,0.10354116098269436,0.0,0.8933847531611088,0.003074085856197069,-2.072748117887931,0.10105088559565854,0.0,0.8932134226897441,0.005735691714597632,-1.7364166666666667,-1.023504,14.316752,1.4490471800839584,0.8540743566922744,1.6134732060476105,2.9227600000000002,1.8391449999999998,2.01,1.0075433333333335,0.683655,0.93,1.8933060387700036,0.0,0.0,0.09801583647654699,4.589410780000103,0.0,0.0,0.23993437332059092,0.0,0.0,0.24767268514616578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4143771050566962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,Na2ZnGeO4,Na2ZnGeO4_Va_O3,3.0143590000000002,3.106199333333334,2.8544,0.10354116098269436,0.0,0.8933847531611088,0.003074085856197069,-2.072748117887931,0.10105088559565854,0.0,0.8932134226897441,0.005735691714597632,-1.75416,-1.030487,13.882447,1.4563194961517036,0.8681332518013077,1.578811449742569,2.9227600000000002,1.8391449999999998,2.01,1.0075433333333335,0.694822,0.93,1.93019303233832,0.0,0.0,0.08926323041806315,4.714133179999985,0.0,0.0,0.24176802810343834,0.0,0.0,0.2272934320021072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44167530947639155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079,Na2ZnGeO4,Na2ZnGeO4_Va_O4,3.0143590000000002,3.106199333333334,2.8544,0.10354116098269436,0.0,0.8933847531611088,0.003074085856197069,-2.072748117887931,0.10105088559565854,0.0,0.8932134226897441,0.005735691714597632,-1.7490233333333334,-0.9709690000000002,13.297678,1.4571152037640203,0.8509200583559146,1.5763676694329019,2.9227600000000002,1.7669160000000002,2.01,1.0075433333333335,0.694822,0.93,1.9422986044250066,0.0,0.0,0.08856357247053831,4.683581809999973,0.0,0.0,0.2374471897467948,0.0,0.0,0.23281963556293356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44116960221973334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080,Na2ZnO2,Na2ZnO2_Va_O1,3.3531980000000003,5.506071333333334,1.8981,0.0316780577374115,0.0,0.24928179038395792,0.7190401518786302,-1.6546449246206891,0.12476507940261701,0.0,0.8692229149969575,0.006012005600425211,-1.7892366666666666,-1.1560860000000002,14.317015,1.1324454301095175,0.7024097752494446,1.08146314925212,1.7733433333333333,1.0248089999999994,1.65,0.9739533333333333,0.61748,0.93,1.2651320465197466,0.0,0.0,0.002460503943444216,5.311943240000014,0.0,0.0,0.0,0.0,0.0,0.2017878949362154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7957516011203403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,Na2ZnO2,Na2ZnO2_Va_O2,3.3531980000000003,5.506071333333334,1.8981,0.0316780577374115,0.0,0.24928179038395792,0.7190401518786302,-1.6546449246206891,0.12476507940261701,0.0,0.8692229149969575,0.006012005600425211,-1.9501633333333335,-1.1255410000000001,12.51561,1.4311162589548396,0.8557559527164481,1.3565613072958316,1.7733433333333333,1.027507,1.65,0.9921000000000001,0.6394580000000001,0.93,2.330169278915217,0.0,0.0,0.0041560423911898145,5.076176169999949,0.0,0.0,0.0,0.0,0.0,0.577957834574924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4178861230338864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,Na2ZnSiO4,Na2ZnSiO4_Va_O1,2.697524666666667,3.115444,3.5622000000000007,0.0,0.0,0.1607777967754157,0.8392222032245841,-2.49242944476293,0.08068392270686911,0.0,0.911818311918492,0.007497765374638671,-1.6936766666666667,-1.3232679999999997,14.503198,1.3730278718942677,1.1178249648190093,1.6204317124191907,2.7953566666666667,2.870863,1.9,1.0134033333333332,0.680933,0.93,2.259670503834281,0.0,0.0,0.11192770579301338,6.061439259999938,0.0,0.0,0.0,0.0,0.0,0.24014034436480028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2439094050887332,0.0,0.0,0.0,0.0,0.0,0.0,0.40402254475345317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083,Na2ZnSiO4,Na2ZnSiO4_Va_O2,2.697524666666667,3.115444,3.5622000000000007,0.0,0.0,0.1607777967754157,0.8392222032245841,-2.49242944476293,0.08068392270686911,0.0,0.911818311918492,0.007497765374638671,-1.7001199999999999,-1.369999,14.756199,1.3866599190045563,1.1315382565394223,1.5868224988136916,2.7953566666666667,2.870863,1.9,1.0134033333333332,0.675854,0.93,2.291921317278775,0.0,0.0,0.10242078408627193,6.176400969999927,0.0,0.0,0.0,0.0,0.0,0.22476761937438045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2452717987707166,0.0,0.0,0.0,0.0,0.0,0.0,0.42753979776863116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,Na2ZnSiO4,Na2ZnSiO4_Va_O3,2.697524666666667,3.115444,3.5622000000000007,0.0,0.0,0.1607777967754157,0.8392222032245841,-2.49242944476293,0.08068392270686911,0.0,0.911818311918492,0.007497765374638671,-1.6912066666666667,-1.378419,14.806181,1.3804075194094287,1.1313276717746785,1.610368497901529,2.7953566666666667,2.870863,1.9,1.0134033333333332,0.675854,0.93,2.260306313436191,0.0,0.0,0.10896674095984928,6.006623330000034,0.0,0.0,0.0,0.0,0.0,0.23009618864518072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24865229099770855,0.0,0.0,0.0,0.0,0.0,0.0,0.41228477939726155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085,Na2ZnSiO4,Na2ZnSiO4_Va_O4,2.697524666666667,3.115444,3.5622000000000007,0.0,0.0,0.1607777967754157,0.8392222032245841,-2.49242944476293,0.08068392270686911,0.0,0.911818311918492,0.007497765374638671,-1.7101999999999997,-1.3933749999999998,14.445124,1.3810869050649548,1.128078898211897,1.5914973207953296,2.7953566666666667,2.878833,1.9,1.0134033333333332,0.675854,0.93,2.310184775138564,0.0,0.0,0.10452042247039733,6.103436960000076,0.0,0.0,0.0,0.0,0.0,0.2278085794210758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2424009105272761,0.0,0.0,0.0,0.0,0.0,0.0,0.42527008758125084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,Na2ZrO3,Na2ZrO3_Va_O1,3.556127666666667,10.387222,4.520899999999999,0.7894127559004249,0.0,0.18961421220996708,0.02097303188960747,-2.8726029321839075,0.008684495212437901,0.0,0.9875644939695515,0.0037510108180106466,-2.2207233333333334,-1.2519539999999996,13.446308,1.9143229915006594,1.0741593110175764,1.3020450141016475,4.566853333333333,2.5064200000000003,1.33,0.9196333333333334,0.635516,0.93,1.368431791558484,0.0,0.0,0.0949203037754625,7.440019570000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3344876290630915,0.0,0.5705920671614461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,Na2ZrO3,Na2ZrO3_Va_O2,3.556127666666667,10.387222,4.520899999999999,0.7894127559004249,0.0,0.18961421220996708,0.02097303188960747,-2.8726029321839075,0.008684495212437901,0.0,0.9875644939695515,0.0037510108180106466,-2.22904,-1.252103,13.450738,1.9142329788682857,1.0736936089397726,1.3051973764295883,4.566853333333333,2.5064200000000003,1.33,0.9196333333333334,0.635529,0.93,1.369728133410613,0.0,0.0,0.09603356747094939,7.436253190000011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3353828051937633,0.0,0.5685836273352873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1088,Na2ZrO3,Na2ZrO3_Va_O3,3.556127666666667,10.387222,4.520899999999999,0.7894127559004249,0.0,0.18961421220996708,0.02097303188960747,-2.8726029321839075,0.008684495212437901,0.0,0.9875644939695515,0.0037510108180106466,-2.2176566666666666,-1.252669,13.221324,1.9138082521927366,1.0749505917107587,1.2892399759163558,4.566853333333333,2.5064200000000003,1.33,0.9196333333333334,0.635516,0.93,1.401494679790476,0.0,0.0,0.09051320701956087,7.419767610000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3301295657431447,0.0,0.5793572272372944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,Na3AgO2,Na3AgO2_Va_O1,4.001634,3.2117660000000003,1.1915,0.3258944100781496,0.0,0.3010324806086404,0.3730731093132101,-1.2697609477203065,0.525499116953906,0.0,0.362514047913029,0.11198683513306484,-1.7696766666666666,-1.073868,14.289949,0.9119679063040789,0.5572637017639509,1.1163899766010517,1.00524,0.601309,1.93,0.5655566666666666,0.3766210000000001,0.93,2.1522309592865168,0.0,0.18638997660105167,0.0,4.545644350000041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8136100233989483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,Na3AsO4,Na3AsO4_Va_O1,2.411337666666667,2.209791,3.3761,0.0005370927340133952,0.0,0.33577135935993774,0.6636915479060491,-2.0528031474568964,0.0014983221686664832,0.0,0.989923404168447,0.008578273662886413,-1.44669,-1.359776,19.561992,1.1737437918157911,1.1138614043219337,1.5169268366869164,2.77318,3.0220890000000002,2.18,1.0041733333333334,0.759861,0.93,1.8565538228334355,0.0,0.0,0.11113055968211435,3.9640783899999494,0.0,0.0,0.0,0.0,0.0,0.0,0.2463913055078473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6424781348100385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1091,Na3AsO4,Na3AsO4_Va_O2,2.411337666666667,2.209791,3.3761,0.0005370927340133952,0.0,0.33577135935993774,0.6636915479060491,-2.0528031474568964,0.0014983221686664832,0.0,0.989923404168447,0.008578273662886413,-1.43119,-1.3353659999999996,19.815077,1.1738156576881948,1.1137250971214856,1.5367031765163404,2.77318,3.0220890000000002,2.18,1.0041733333333334,0.7564569999999999,0.93,1.7974362153886294,0.0,0.0,0.11547242647808711,3.8331289499999546,0.0,0.0,0.0,0.0,0.0,0.0,0.25349390884507306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6310336646768399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1092,Na3AsO4,Na3AsO4_Va_O3,2.411337666666667,2.209791,3.3761,0.0005370927340133952,0.0,0.33577135935993774,0.6636915479060491,-2.0528031474568964,0.0014983221686664832,0.0,0.989923404168447,0.008578273662886413,-1.4681133333333332,-1.3779510000000004,20.942645,1.1771124154159673,1.1095016083568927,1.506927484517736,2.77318,3.022575,2.18,1.0041733333333334,0.7564569999999999,0.93,1.8441806235112188,0.0,0.0,0.10809153163413322,3.9850840699999797,0.0,0.0,0.0,0.0,0.0,0.0,0.24449419209284914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6474142762730176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,Na3AuO2,Na3AuO2_Va_O1,3.301201333333333,3.843860333333333,1.8167,0.23385018274569086,0.0,0.632085085135438,0.13406473211887143,-1.3256148561925287,0.3874228679215105,0.0,0.5989641463569173,0.013612985721572239,-1.5378166666666664,-1.1804230000000002,16.843796,0.8066793126118922,0.6142310416732262,1.2723403701180738,1.05097,0.727429,2.54,-0.02923333333333337,0.3241650000000007,0.93,2.2224930376614136,0.0,0.0,0.0,4.2790822600000045,0.0,0.212633770259673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787366229740327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1094,Na3AuO3,Na3AuO3_Va_O1,3.692998333333333,15.381350333333332,1.9474999999999998,0.4745953796984317,0.0,0.47468649502678806,0.05071812527477956,-1.3724262074507387,0.28642053482845115,0.0,0.6999795044049648,0.013599960766583555,-1.4105400000000001,-0.8863060000000003,12.827978,0.9182828535392424,0.5391077440070663,1.692826943936677,1.1716299999999997,0.653831,2.54,0.9868733333333334,0.6155900000000001,0.93,3.167038528608084,0.0,0.0,0.06775139712899532,2.9711715300000012,0.0,0.3681807062999371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5640678965710675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,Na3AuO3,Na3AuO3_Va_O2,3.692998333333333,15.381350333333332,1.9474999999999998,0.4745953796984317,0.0,0.47468649502678806,0.05071812527477956,-1.3724262074507387,0.28642053482845115,0.0,0.6999795044049648,0.013599960766583555,-1.4839666666666667,-0.7950900000000001,13.625188,1.00139313537228,0.5529009953350534,1.3499482406489651,1.1716299999999997,0.640466,2.54,0.9868733333333334,0.583928,0.93,1.8826342894281012,0.0,0.0,0.03936694486054958,2.991313899999918,0.0,0.19946410499936987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7611689501400807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,Na3BO3,Na3BO3_Va_O1,2.3868276666666666,3.600391,3.1534999999999997,0.0,0.0,0.15101085181033527,0.8489891481896644,-2.267062791974549,0.0,0.0,0.9946020677109302,0.005397932289070112,-1.5203466666666667,-1.3360159999999999,13.903198,1.11469404283238,0.9644837680175723,1.2791005784099043,1.6212066666666667,1.933086,2.04,0.98949,0.626871,0.93,2.5156331496583024,0.0,0.0,0.019366334814673192,6.837499409999859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27071268290547246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7099209822798545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1097,Na3BO3,Na3BO3_Va_O2,2.3868276666666666,3.600391,3.1534999999999997,0.0,0.0,0.15101085181033527,0.8489891481896644,-2.267062791974549,0.0,0.0,0.9946020677109302,0.005397932289070112,-1.5294133333333333,-1.3153490000000003,13.535124,1.133937760322491,0.9918665796890151,1.2865270595529879,1.6212066666666667,1.933565,2.04,0.98949,0.626871,0.93,2.540594051134821,0.0,0.0,0.015564590515219754,6.852747300000042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28599994356737474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984354659174056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098,Na3BO3,Na3BO3_Va_O3,2.3868276666666666,3.600391,3.1534999999999997,0.0,0.0,0.15101085181033527,0.8489891481896644,-2.267062791974549,0.0,0.0,0.9946020677109302,0.005397932289070112,-1.5509666666666666,-1.239261,14.207058,1.1174489083976522,0.9500321667118106,1.275167480053936,1.6212066666666667,1.867902,2.04,0.98949,0.626871,0.93,2.5076310503212467,0.0,0.0,0.017839728381865327,6.787945609999847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27062140704094956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7115388645771852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,Na3BeAl(SiO4)2,Na3BeAl(SiO4)2_Va_O1,2.481125,3.4194316666666666,4.4380999999999995,0.0,0.0,0.1609762141767012,0.8390237858232987,-2.980470083643678,0.0,0.0,0.9912014453347893,0.008798554665210413,-1.6880066666666667,-1.442907,15.99513,1.2999027199408948,1.1663014241082603,1.8471761549408487,2.8902,2.644435,1.9,1.0088666666666668,0.6997329999999999,0.93,2.790443129075856,0.0,0.0,0.20608243592528536,6.654092090000072,0.0,0.0,0.0,0.2417114080146115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24283039517365626,0.0,0.0,0.0,0.0,0.0,0.0,0.30937576088644697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,Na3BeAl(SiO4)2,Na3BeAl(SiO4)2_Va_O2,2.481125,3.4194316666666666,4.4380999999999995,0.0,0.0,0.1609762141767012,0.8390237858232987,-2.980470083643678,0.0,0.0,0.9912014453347893,0.008798554665210413,-1.6639266666666668,-1.4527919999999996,15.293249,1.2772475893151594,1.0603935993400273,1.7295615398358943,2.8902,2.644435,1.9,1.0481833333333335,0.69111,0.93,2.170270650780994,0.0,0.0,0.16213595273398837,6.733661070000048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2511364036222314,0.0,0.0,0.0,0.0,0.0,0.0,0.35391828901875033,0.0,0.0,0.0,0.23280935462503005,0.0,0.0,0.0,0.0,0.0,0.0
1101,Na3BeAl(SiO4)2,Na3BeAl(SiO4)2_Va_O3,2.481125,3.4194316666666666,4.4380999999999995,0.0,0.0,0.1609762141767012,0.8390237858232987,-2.980470083643678,0.0,0.0,0.9912014453347893,0.008798554665210413,-1.67483,-1.5265589999999998,15.025557,1.3806304085343806,1.2450677349602863,1.7437640896550468,2.8902,2.684771,1.9,1.0088666666666668,0.693754,0.93,2.8485747131758306,0.0,0.0,0.1684822613548038,6.707510999999963,0.0,0.0,0.0,0.23826053446503387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2359344847610992,0.0,0.0,0.0,0.0,0.0,0.0,0.3573227194190633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,Na3BeAl(SiO4)2,Na3BeAl(SiO4)2_Va_O4,2.481125,3.4194316666666666,4.4380999999999995,0.0,0.0,0.1609762141767012,0.8390237858232987,-2.980470083643678,0.0,0.0,0.9912014453347893,0.008798554665210413,-1.6779966666666668,-1.377573,14.677019,1.3544842931645116,1.1399360996904164,1.6783995270293635,2.8902,2.644435,1.9,1.0088666666666668,0.6997329999999999,0.93,2.230243770555039,0.0,0.0,0.13869496510005686,6.7080475399999475,0.0,0.0,0.0,0.012979169373534563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2527293679368046,0.0,0.0,0.0,0.0,0.0,0.0,0.3669998685966084,0.0,0.0,0.0,0.22859662899299557,0.0,0.0,0.0,0.0,0.0,0.0
1103,Na3BiO3,Na3BiO3_Va_O1,3.569842,3.466142,2.9553000000000003,0.15478870816340848,0.0,0.713652987309143,0.1315583045274491,-1.7198474360221674,0.017196413340082498,0.0,0.9526683151996387,0.030135271460278643,-1.7261133333333332,-1.1926620000000003,16.164514,1.2102029276421677,0.8262308577738885,1.202518516146676,1.99915,1.4921030000000002,2.02,1.0597266666666665,0.648199,0.93,1.4271764364664796,0.21074883111813825,0.0,0.01705270527008174,4.460586569999927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77219846361178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,Na3BiO4,Na3BiO4_Va_O1,4.0207136666666665,6.948847000000001,1.1245999999999996,0.0091385656059516,0.0,0.654362412200488,0.3364990221935603,-1.7271877912068963,0.019763750944298972,0.0,0.9743431544959767,0.005893094559724518,-1.7036266666666666,-1.2779109999999996,17.601033,1.4485641856760962,1.042011459130746,1.2504614512168735,3.8462833333333335,2.717813,2.02,0.9512066666666666,0.731402,0.93,1.1021086268478897,0.18402356302821798,0.0,0.047759269926739345,2.6519825899999976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7682171670450427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
